artist_id,artist_mbid,artist_7did,artist_name
'ARFRR9R1187B98A987','cb054afd-38c7-4f06-8608-0a833b8e1bfa',193482,'Ultra X'
'AR31BYO1187FB5336C','0cd4810e-9f57-4003-bdfa-e188cd3ba818',59664,'Michael English'
'AR0CANF1187B9AF35F','c71abd83-9d66-4c7b-9f0d-c9c36e85a955',7037,'Dilated Peoples Featuring Black Thought'
'ARPKMIM1187FB397DE','34f854d6-76bc-4bca-b7f2-6fe2bb7c85f7',197465,'Sane Band'
'ARYAOUL12454A3789','',87742,'Emilio Tuero'
'ARLPXQE1187B99066C','f2433a8e-78a5-4760-9fc2-d27b0a3038d6',279568,'Bonita'
'AR8L3QV1187FB4C0B','8716f569-77ce-4044-a578-26c2f142c67a',65053,'Bruno Sanfilippo'
'AR60KPK1187B9A7552','21f3a1ac-85e0-4b3d-8e6d-a83e1545e51',91116,'Beneath The Sky'
'ARYJA8S1187B9AA816','92db820a-9863-47d0-801e-34f909f93480',365640,'The Zebras'
'AR7IYVY1187B9A2648','7537c506-c49b-47a8-a313-4ece139a9ddd',15102,'bel canto'
'ARA6QLT1187FB4CB89','c102c9de-1c02-432e-bc48-342f9124b118',6324,'Dan Hicks'
'ARHBV1W1187B9B496C','1e956437-7aaf-4603-9d2c-f9a717009dd3',54834,'Rachel Loy'
'ARWNJYQ1187FB56F25','01367a60-bc1b-4b75-b111-1946ae289aa0',90220,'Vincent Baguian'
'ARSRCI71187FB59188','8ee718ad-70a8-49f3-903f-057a6c0b649d',428904,'David Rose & His Orchestra'
'ARWI6LR1187FB46E9F','8581affe-38e6-4659-b81b-6058ff40cf45',35531,'Richard Galliano_ Jean-Charles Capon_ Gilles Perrin'
'AR7NNKG1187FB4AA1C','dd999ced-1dd4-44b8-ab67-ee5ec23e52b7',19915,'Charly Garcia'
'ARF1Q9B1187B9ADCC7','5ccb9a53-092d-4806-b337-470a582893d7',3523,'Lit'
'AR502DZ1187B98F8E1','bc73bbad-ebd9-45c0-8581-260304b9c008',328794,'The Shamrock Singers'
'ARUQSEE1187B9983F8','033c88a1-d6d3-4654-8a40-e67fc469608e',310018,'Music Explosion'
'ARQ3VBJ1187FB3FE55','9af7a998-33f9-4900-9396-9b5e1862298d',21192,'Dario Marianelli'
'AR6BUE51187B9B5D71','ec23ec07-1c34-47f7-9dbe-ef1a47a305f1',23485,'Markus'
'AR8SBT41187B9A5FD9','3d18acfc-597e-47ca-9d1c-7063366c5af',357092,'Total Fucking Destruction'
'ARXVADV12086C1203C','388d0edc-7e0c-46a9-855e-436e565fa147',208954,'Gary Go'
'AR6CFZ71187B99AE5','b9fb5447-7f95-4a6a-a157-afed2d7b9f4c',23986,'He Is Legend'
'ARDRQOR11F4C844DA4','',138685,'Nikos Kalaintzis'
'ARX2R5A1187FB5B85','3efd41cb-ac64-45a4-9483-9fe9039f2de3',26851,'Ann Nesby / Jamecia Bennett'
'AR8OA0X1187FB4FE50','abee4037-b4ce-4121-b524-662c0fee5349',20022,'Bobby Valentin'
'ARZVJ641187FB36FA4','4f9e785b-99ab-4f81-aeb3-4838479745b9',405275,'Alexander Zonjic'
'ARX83ZF1187FB3B66A','80648bde-31dd-41c8-89fc-2dc1e00f692c',7256,'Helen Hobson'
'ARE8V001187B994A56','dc1b06cb-45f1-48ca-bee7-397de796fb02',604125,'Guy Forsyth'
'ARA7YDA1187B9A5776','ad82dd72-0df3-4a09-8d7a-1af9c9e80522',1500,'PATSY CLINE & WILLIE NELSON'
'ARP0VU91187B9AE375','953df977-fcde-4046-bb86-6b0bae5353b8',88216,'Douglas Miller'
'ARPUBU61187B98A4E6','18c1e06b-fe76-4802-b070-53a2f6b707bd',15671,'John Mayall'
'ARP2TO91187B9913EA','bdc4daaf-b379-4520-8223-cc9649bddb21',380662,'Angelica Maria'
'ARNLW7H1187B99EC9D','9c7fa325-d654-46e7-a122-076aa5dd0a51',26362,'Trick Trick / Obie Trice'
'ARZE0AG1187FB5BF61','42700164-abe3-4b45-b627-f4c8deca5e82',111666,'The Five Stairsteps'
'ARPEPWU1187FB55B71','95af3066-4711-42a0-90f7-91257e09ae97',182219,'Limbonic Art'
'ARLZ3CF1187B98BD56','0d26ee1f-9633-4d35-807f-472fa3a23cd5',13778,'Daryl Coley Featuring the New Generation Singers Reunion Choir'
'ARSSR8L1187B990BC5','cea6cb45-d685-4917-90bf-482b656f4cf8',34508,'Joey Negro'
'ARPGCHN1187B9A2831','d3dc4971-9263-46cc-916d-6fc696f6166e',141114,'Nicky B_ Na\xc3\xablle'
'ARFXRHR1187B98FF09','cd0ff7b0-19a3-4b3a-b564-252acfd75523',2864,'Bo Carter'
'ARMIQRB12298900AF','',-1,'Mar Azul'
'AR1NJEP1187FB4F4C1','9b09674c-c950-4265-aa4a-4232adfc064c',125,'22-20s'
'ARZ1PTN1187B9967D9','675b7627-6b5d-4a46-a728-785cb24a299e',22010,'Gene Autry'
'AR02DB61187B9A0B5E','bf035517-124e-409b-90f5-35618081a332',173002,'Annie Philippe'
'ARFNXFR1187B98F6C1','5329161f-2f6c-4174-a747-54790b876fa4',31352,'Ned Nash Orchestra'
'AR5TQ1T1187FB59492','4272801c-1180-4098-80f9-d7ab27dadea9',7669,'Cornel Campbell'
'ARSYKGV1187B9A49CD','8e8c6fd6-c96a-4296-9c11-90452394b1bc',4899,'Nicole Mullen'
'ARD4C1I1187FB4B0C3','83d91898-7763-47d7-b03b-b92132375c47',447,'Big One'
'ARH4H1W1187FB53A2E','38e788cb-7dfd-471a-a801-eb0c349cec20',176260,'Premiums'
'AR109IQ1187B98E487','e6f024eb-cc33-4aad-8257-04dad9a2f31e',451731,'JK'
'ARXAFO11187B9AEBFE','120e728a-4078-47b7-a31c-d581ade28bde',1394,'Urge Overkill'
'ARDVZTE1187FB5A0A1','5dcdb5eb-cb72-4e6e-9e63-b7bace604965',289,'Harry Connick_ Jr.'
'ARCDXI51187FB57A2E','6849ebec-b385-4b41-b5a1-125f91e46119',23052,'Goose'
'ARVCNOU1187FB4C6F0','59ccae98-8304-4783-bce6-d67801950ee6',311767,'Emit'
'ARUI8FT1187FB5AB13','0ae99955-f9a0-4487-bf8b-0ed271130e4c',63936,'Mychael Danna & Jeff Danna'
'AR3LA671187FB567E4','cfaeec65-75ce-4a77-95d8-2aabb3373039',20285,'Grey Area'
'AROPBVQ1187FB36581','7f9ccb94-8113-4fc0-8009-eac7805cfd23',8796,'Khold'
'ARXKPYC11E2835E356','9e7cf65a-587e-423b-a648-5c2fc6e8ae90',541258,'Lot Lorien'
'ARR9LP21187B9BA390','3ae4b9d9-4183-4393-99d9-b5be53f66dc1',21854,'Jody Bernal'
'AR8K6F31187B99C2BC','d4620364-82ec-4c34-9265-a2b72dfa8e3e',21690,'Go Fish'
'AREKO1L1187B997EFE','e664d1cd-23ab-48d5-b8fa-e98485daa5be',19206,'The Radio Department'
'ARUYGJ31187B9A2FEA','0329701a-ecb1-40e8-a382-2a9418c078a7',26241,'The Summer Obsession'
'ARYOBYD1241B9C87F8','5f9e9b83-a465-4506-837c-0cce56dbeb23',403714,'Dabbler'
'ARU5CP31187FB44C3A','10f55070-09fb-4ac8-b684-b70ca66b0055',4785,'Beth Nielsen Chapman'
'ARBUOMY1187B99F2E','c217136a-98cd-4fab-9e2c-f5944eb04bc6',96751,'Messy Marv'
'ARQC4R31187B9A0D88','a470515d-d664-48e8-a183-663d951c07f4',17102,'Jean Ferret'
'ARTAFV91187B9BA17C','8c32bb01-58a3-453b-8050-8c0620edb0e5',4393,'Stone Temple Pilots'
'ARMSL551187FB3F4B0','9bd1e632-b17b-4842-b520-ddfce3b538b9',40925,'Dark Distant Spaces'
'ARCVT0G1187B99238E','23767726-53e9-4eff-8e09-929d4e6b8e0e',380900,'Shay Torrent'
'ARJ1AMB1187FB40661','d5812475-f8e6-4b5c-951f-7e82720ef041',91261,'Sukhwinder Singh;Jaspinder Narula'
'ARE9Y761187B98AEB6','a81f7041-7cd7-4080-ba88-9ce5fe50dc19',4207,'Mint Condition'
'ARZ7IH41187FB3B8F5','6930c97d-bff1-4fd9-9de3-5341088cb683',4143,'Leaders Of The New School'
'AREXM411187FB560C4','fd9e2877-c8a2-4572-80c1-144fe5f39ba0',133833,'We Five'
'ARNLY0W11C8A42C7E5','a45f988c-27ed-4e42-920a-07d1883d7d9',202857,'Serge Desaunay'
'ARRR7RO1187B98A6EC','78e061f8-df67-465f-8956-5d4f11f3327d',4902,b"Erin O'Donnell"
'ARIOJO01187B9B31B1','f1a4d35f-f79f-4a93-9eb0-47f6786804a9',526664,'Mariachi Silvestre Vargas'
'ARNAYJN1187B99CD8A','62f67656-b40b-4806-a0ee-1f083441111',380416,'G\xc3\xb6sta Ekman / Tage Danielsson'
'ARYKFVV1187FB3CA6','58ac1e03-72cc-456e-8275-35745f56a0e3',292022,'The Golden Age Orchestra_ Paul Summer\xc2\xa0'
'ARSENJW1187B9B053E','90d54458-cae6-4866-b858-98f98691b31a',98861,'Bimbo Band'
'ARRZNBD122C867517','',538289,'Los Cumbieros Del Sur'
'ARCDRLI1187FB54D58','03f93de6-6d62-4710-bcc7-9b3d7c3d95f5',92334,'ZTrip'
'AR7BHGD1187FB4E15F','9d534c3c-02ff-4a01-a67a-0943ba6dceb9',19801,'Wanda De Sah'
'ARI3W3K1187FB49E6F','c9073012-4547-4a72-8963-738d9f8503cc',81100,'Cedric Gervais feat. Second Sun'
'ARXF42D1187B9AC71F','edac3a10-caa4-4408-9c88-b64fad92a512',20187,'Clementina De Jesus'
'AR04KTB1187B99B6B7','0184c417-228d-4cd3-80ce-b44d5b9a3311',158,'The Disposable Heroes Of Hiphoprisy'
'ARP998V1187B99DFA3','4aef89a7-4923-46c5-bcb5-797cace48433',287499,'Jean Marc Thibault'
'ARMAC4T1187FB3FA4C','1bc41dff-5397-4c53-bb50-469d2c277197',82239,'Nora'
'ARP3CRB1187FB410B1','80948716-c548-4c8d-a5b2-a52d26b16c2c',60417,'Sukshinder Shinda'
'ARLCGW21187B9929EE','f8b180f7-eca1-43b8-93c1-c2560edcca21',126701,'Juan Carmona; Ricardo Larroze'
'ARQQFIQ1187B99DB43','94fbfeff-b87e-438e-80da-4113a9cca452',116282,'Chris Camozzi'
'AROBVNV1187FB3F36C','47e4eef9-8ac8-4f25-9da5-d15414228718',241932,'Joey McIntyre'
'ARPJQLM1269FCCFBFF','',612342,'Pete Bamboo'
'ARNJCYH11C8A42AC5F','b3f0219d-5631-4e5c-8f09-9b943d1ebf10',253382,'Ciaran Byrne'
'ARXW2MN1187B9B8817','9bb0ae46-c22c-499f-915f-9b4fc8d4f767',101614,'X-ecutioners featuring Tom Tom Club & Biz Markie'
'ARHSMIG1187B99C199','e7e6ebd6-7c02-4b89-8908-91d62049c83e',40992,'3 of Hearts'
'ARKOETA1187FB36CA','3e3cd766-29e2-4a37-abbf-22961c3d2a56',198069,'Year of Desolation'
'ARCLGCL1241B9CA830','',364567,'Mich\xc3\xa8le Crider;Vincenzo La Scola;Samuel Ramey;Riccardo Muti'
'ARE3LP51187B9ACD29','9092d8e1-9b38-4372-a96d-000b8561a8bc',884,'Leann Rimes & Brian McFadden'
'ARDL03L1187B997FBE','0131ab18-a638-49c7-8412-4f726e387e3f',163429,'Fl\xc3\xa4skkvartetten / Daniel Bellqvist'
'ARAA88L1187B9A29C1','3ce60596-6c26-46e4-8e57-4a5e3f492d76',170418,'Bodies In the Gears of the Apparatus'
'ARFIUBJ1241B9CA443','',292536,'Portobello'
'ARZAHDN1187B9B4BED','e5348c4f-6907-4be7-b597-53bedbbc8e60',22127,'Ice & Breeze'
'ARH2QI91187FB3788D','302bd7b9-d012-4360-897a-93b00c855680',15219,'David Guetta - Joachim Garraud - Chris Willis'
'ARZFAGI12420783C02','',171519,'The Harvard Lampoon Comedians'
'ARE8AJ31187B99A8DF','33c81c3e-0320-4fe3-ba65-4481adc57461',382454,'Pam Thum'
'AREW1KO1187B98E42E','c2545eb8-62c0-477d-aba8-4b7c404be478',438878,'Irish Tenors'
'AR2VROU1187FB532D7','7f64a5ed-b0d6-4686-9567-6ccf0915c06d',2111,'The Token'
'AR0OTEX1187FB3600D','c152ed9f-7a4c-4006-af2d-ed8b7126b0a0',45839,'Los Del Rio_ The D.E.Y.'
'AR80YG31187FB58A13','ed311a10-9b0c-43b8-b2c4-70cb269f0b32',410051,'The Bronx Horns'
'AR91DZT1187FB4C599','f2796d87-1f6b-4c3f-a8d1-5b6b2e6d04d',189436,'Frost'
'ARDVZTE1187FB5A0A1','5dcdb5eb-cb72-4e6e-9e63-b7bace604965',289,'Bon Jovi / Ray Davies'
'ARUDYKB11F4C83C269','fb24c7ff-b5dd-48b9-be49-2676770c802c',15256,'Lil Wayne'
'ARHEDEC121318C58DE','f363617f-56bd-41fd-a00a-166cf288ef54',66134,'Studio'
'ARRZXQX1187FB45A0A','9ab1d471-d400-4555-8a60-86df0e4abf77',314396,'You Should Go Ahead'
'ARLT4N91187FB533D','abcc1941-e8d2-406a-b4bb-6c208f36d2cf',14247,'Low Millions'
'ARRZNPS124207806FA','',-1,'Devine and emilyPLAY'
'ARUZLXZ1187FB3BFF1','f4d306f3-e82b-4186-9cca-4e8806db21f8',50616,'Wednesday 13'
'ARC3JTL1187FB4A1CE','2a233c17-72e1-4da0-b7df-99da708f518c',34546,'Hawkshaw Hawkins'
'ARYIQQN1187FB55196','f400aa79-e028-4d15-9554-69fce01091fd',19084,'Blessid Union Of Souls'
'ARIGAOX1187B9B21C8','c64dba0f-6add-44ca-91de-c2bfad7aeab8',166491,'C.L. Smooth'
'ARCHKD91187B9A0A42','393e5448-896f-43e9-b80b-4ee58e1e71a4',39410,'The Ronettes'
'ARXUCPO12086C169A4','334d914a-b3a8-4b97-ab1c-f6258116881f',-1,'Frank Sinatra'
'AR19QNR1187B9A13C5','f7ebe5e2-c9fb-4959-a9b3-b09921168d50',215,'Cassidy featuring R. Kelly'
'AR3J4WZ1187B9B17ED','385966f0-b912-4755-bad6-4780ebf3f4cd',160048,'Gall_ France'
'ARXOKNT1187B9AA521','9ceb4e76-2b49-48a1-96f5-5fca8a0ca6c8',95567,'K.A.L.I.'
'ARXG6L11187FB5695E','48f2decd-51aa-42ce-acff-f9171b9de1b4',26628,'Swami'
'ARM2D2V1187B9AEB4F','36f0e233-0d56-47d7-bd59-1f3203d40304',166277,b"The Reverend Peyton's Big Damn Band"
'ARBAGAS11F4C8461F0','7fda0f6f-5254-41db-81ba-7fe471f7a4e',337062,'Controlled Dissonance'
'ARE04K31187B98C74F','6df40042-1254-4eb5-8078-4e564b257b2d',336468,'Birdapres'
'ARZ5T871187B9A03F3','a48f26f2-49b8-4ce6-9dba-6135de7d5e68',359447,'Stargarden'
'AR9SU0S1187FB53D0F','0cee95e3-a61d-4cd1-a39c-75464a05b606',169431,'Easy Star All-Stars'
'ARHOCA51187FB39213','f5c78cca-1bb5-40f4-a9e1-9b3c593715fa',78207,'Laura Leon'
'ARPEUYM1187FB4A97A','dcf7b2e3-d3aa-41e4-bba5-40515122f209',30161,'Slim Harpo'
'ARTUXSS1187FB4BD20','5780ff53-6dfa-4835-80dc-71c7316208a5',27333,'Doc Pomus'
'ARJJ8I01187FB4CE98','f0b1b23e-cb08-49b4-8da4-5d8cb2c4005f',66649,'Jos\xc3\xa9lito'
'ARZ5LST1187FB5BF3D','fc98d77d-6260-4050-a9ce-9ef3534a867',41257,'Fulanito'
'ARJRRJZ11F50C47E95','',351257,'Big Rich'
'ARWDGQW1269FCCF0F6','',259105,'Daddy Dog'
'ARQEPTZ1187FB4CD36','93b34a61-0487-45f5-887d-0f6fe81e6c71',83542,'Toby Love'
'ARDR4AC1187FB371A1','a96e61bc-1da0-45d0-816d-ebd00b70ff9d',2299,'Montserrat Caball\xc3\xa9/Orchestra of the Royal Opera House_ Covent Garden/Carlo Maria Giulini'
'ARYC4561187FB4F2B1','b183315e-6819-455c-abbf-49bab0ab264a',490786,'Chatelaine'
'ARYFAT91187B99FEF5','e314b02c-8724-4cc0-8da9-b754454f8378',124342,'Tigertailz'
'ARXK4YK1187FB4D0C4','5483e1c0-14ca-4ec4-9b03-c4e987420e4e',54973,'Dub Pistols feat. Rodney P & Terry Hall'
'ARW0Z9V1187B9A0699','7db6aae5-6644-4513-9bfc-ca2e79d4469c',843,'Peter Tosh & Winston Scotland'
'ARGAHPJ11F4C83E988','61ae5e61-646a-44bd-9b04-d2760e5e8c7',275426,'Tilman Sillescu'
'ARE2BVT1187B9AC9A2','209afd68-2568-4cd2-b722-99e41786293f',207769,'Little Joe & The Thrillers'
'ARYAEI81187FB3822D','dd2abaa1-0b73-4ded-82ed-c80cce8d6378',10608,'Airto Moreira'
'AR7S6JV11A348F0C69','c0bbf40a-31cd-4f78-a4cf-a4e86db5eac4',319281,'Vuneny'
'AR9OLFX1187B9A5762','c727f585-54e0-4e0d-b8ad-05f216f99244',30269,'Bob Willis'
'ARVZWQ31187B9B8946','03098741-08b3-4dd7-b3f6-1b0bfa2c879c',14248,'Abner Burnette'
'ARWTFKF1241B9C68DC','',594244,'Vienna Concert House Orchestra_ Wiener S\xc3\xa4ngerknaben_ Ferdinand Grossmann'
'ARET4E31187B99E0A7','8e78a00c-6a0c-4042-a9de-7d6ed96458be',329162,'Fixx_ The'
'AR9696A1187FB550A1','57cf8730-91a5-460c-941a-b5c2c9c6e703',586449,'Nicolas Bacchus'
'ARHY3JM1187B9B9DF','c74567f2-cf85-4aba-b795-1786665b843e',28742,'Monty'
'ARZ02US1187FB430BD','f16a3481-c67d-49c9-b3d6-3111ab39ad05',32895,'Virus'
'ARYR56R1187FB3DEEE','b3620030-fdea-4cf4-b9b0-cb5121451e53',154506,'Pepe Romero'
'ARROLGK1187FB5738D','31e48c9d-8deb-48f5-83c3-67edb20d7f5e',403475,'The Advantage'
'ARFQTFS12086C14218','5a45b67f-c025-4713-8cd7-0ecc0fd608aa',486551,'Orenda'
'AR02IU11187FB513F2','f19ad155-d809-4770-ab8d-7579467d9f55',3443,'Tito Puent\xc3\xa9'
'ARMHR011187B9A62B5','de7d54d7-0fce-4fb9-84f0-6fee794335d2',20021,'El Barrio'
'AR4B1LP1187FB55C83','c77272a6-7db3-49ec-8cbb-5da16b59966c',218883,'Juan Diego Fl\xc3\xb3rez / Mariusz Kwiecen / Orquestra de la Comunitat Valenciana / Daniel Oren'
'ARB8KZ11187B9A21ED','8e29a5ec-3d3d-4039-93ca-7aa9e50466ee',45603,'Steve Harvey'
'ARKSZW81187B9B695D','494e8d09-f85b-4543-892f-a5096aed1cd4',5732,'Mariah Carey Featuring Da Brat & JD'
'ARTBHYK122988EFB03','',171571,'LaWanda Page'
'ARRJ3UC1187FB579D7','4f29ecd7-21a5-4c03-b9ba-d0cfe9488f8c',7606,'Wyclef Jean featuring Prodigy of Mobb Deep'
'ARIRCA31187FB58E84','7bd47e67-ecd5-49d5-837f-c692df38da4e',141705,'The Maine'
'ARC39PE1187B9B2C01','3223389d-6fc5-414c-a6da-818044415e24',248759,'Major Lazer'
'AR7QCFK1187B98D320','5962b4cb-b898-420b-9b3e-98826b2863c5',272054,'Joe Derrane_ Frankie Gavin_ Brian McGrath'
'ARFKY7F1187FB3EFAC','b25cc6f7-0fd6-420f-96ff-6dcd4d24075e',153135,'Axe'
'AR7AYQG1187B994B3F','818f83a0-6ff8-400b-ab0c-39da35f52370',6824,'Defari'
'ARGA5RF1187FB5C7E','584bd06c-660b-438f-90c1-9dd38e0b2f3',4259,'Socialburn'
'AR91GW21187FB4F642','813598d3-1a9c-4ad1-9319-aab8b5308402',3362,'Roger Miller'
'AR3L4P91187FB42189','0039cd9c-ea95-4553-86c4-4f729984cc2f',134199,'Dann Huff'
'ARJDR071187B98CBB','452669a8-9622-4211-b37d-586fd3439793',10890,'Barbara Carr'
'ARBVUUG11F50C48750','',569314,'Fajardo'
'ARL6FF81187FB5A916','b9472588-93f3-4922-a1a2-74082cdf9ce8',16551,'Panic! At The Disco'
'AREWYHV1241B9C696D','',69685,'Dictafone'
'AR0VR1O1187B9A0F1F','724e826b-bd80-49ca-8bfe-4e470b0b9aa9',345566,'Truckfighters'
'AR37XMN1187B9AC408','3ebe18d1-dfb6-41eb-8447-4a7693f79d9a',10584,'Lighthouse Family'
'ARRXG5Y1187B9AA016','3a212655-d7d5-4570-9d31-4b7b1ef02629',1299,'G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo'
'ARK2P961187B9AD524','e6f73e88-1a75-4f96-b024-0b7a05531d53',76150,'Britny Fox'
'ARWSMNZ1269FCD10FC','',297572,'Tim Hornsby'
'AREBBGV1187FB523D2','7685015d-bd3b-4888-9020-3288c421cc9f',9222,'Mike Jones'
'ARRUGT71187B98F222','ebf7170c-82b9-49bb-b392-4777c99b231c',516615,'Cyndi Wang'
'ARJG34V1187FB3AC14','c87fd1cd-1f23-4d9b-be5d-ea1cd3a306ff',177316,'The Abominable Iron Sloth'
'ARQ6QOK1187B9B0A2E','6626ea63-94fd-446c-ab06-332c04f12d05',318620,'Kalibas'
'ARNHMFD1187FB3B3F6','a4dd0e77-83b8-4e92-89b7-effb0e47fd8c',372,'LL Cool J / Amil'
'ARLOIDN1187B9B060D','31ce7e61-ff53-487e-a4dd-fce4b375f628',445070,'DJ Guy'
'AR8CT8U1187FB4D803','ccce2053-7007-4c36-b1e7-f8fcf5023a12',1482,b"Dexy's Midnight Runners"
'AR7GYNZ1187FB44803','258c1ce5-8357-4bdf-8206-1329c9b17684',286013,'Christian adam'
'AR4YY6D1187B9AEC44','c8f8f706-2176-4fde-9f50-4e243dd096c8',10859,'Spooky Tooth / Mike Harrison'
'ARGF5QG1187B9AC84F','4ee38720-c979-4a68-8969-968300508eea',456656,'Geiom'
'AR70C8A1187B99B56D','5e0a64cf-c74f-44ab-bc1d-50a75eff1a79',353534,b"Papp'os Blues"
'ARH6S8I1187B9893F','7a4f6461-3aea-4497-968e-67260453dc7c',323694,'The Allies'
'ARF9BNW1187FB3F54','edfa1708-f764-43b1-867f-6dd363cca3f1',2152,'Dottie West'
'AR1J7881187B9959D8','0a3dda11-e89e-42f1-8356-b7a6e5f68424',356180,'First Blood'
'ARRMOXN122988EE92C','33c27bfc-4611-4eb4-896d-a56fb22de440',300212,'Jacques Ferchit'
'ARPFHN61187FB575F6','cf15719f-51f9-4db8-a15d-5eed9664ce69',24769,'Lupe Fiasco feat. GemStones'
'ARDNW1B1187FB4ABB','5cdff2f4-7220-492f-b443-11d8ab8f20ea',103990,'Africando All Stars'
'AR65K7A1187FB4DAA4','183105b5-3e68-4748-9086-2c1c11bf7a3d',21453,'Sean Paul'
'ARBHPBX1187FB47102','df0a6161-232b-47b3-a16b-f1183532af4f',183767,'Daywind Studio Musicians'
'ARISRD71187FB57AE8','91344a97-e0aa-4085-a374-9a36290e098e',115390,'Denise Ho'
'ARPXDY61187B9AD0A8','d45641da-371c-430e-8907-6086590ab282',1231,'Clannad'
'AR9C8IE1187B9ACC99','cc0b7089-c08d-4c10-b6b0-873582c17fd6',48797,'System of a Down'
'AR6HFW21187B9A8922','0bd6ba12-1568-4b05-97e2-ec4aab47af0a',267569,'Kill The Client'
'ARPVMJZ1187FB48D2D','f1edfbed-9315-4550-859c-599cc3fdee57',88667,'Willie Colon'
'ARQIB731187FB3BE17','7c0ae486-bab5-410f-9ece-255c11f4876d',2490,'Arthur Fiedler'
'ARNI9J91187B9ACFCD','dd166a1c-a1ef-451a-b0e9-bb4d5b097f0d',9839,'The Primitives'
'ARBE5BJ1187B98BCFD','9b1236b0-f3d7-4b64-88d3-43dff9bfff5a',187427,'The Chico Hamilton Quintet'
'ARO2U2Q119B86692A8','fa97dd36-1b82-43d7-a6e4-2adeafd59cef',162922,'Fleet Foxes'
'ARZ8IPU1187FB38846','aeacef89-e4f3-415e-ac9b-0864f438e6a3',214948,'A-Mei'
'ARWIMT21187B9B5AEC','9d2c8965-283a-4abc-bdcd-9b27d7f87a44',4940,'Joe Turner / Pee Wee Crayton / Sonny Stitt'
'ARKJJZN1187B9AFC88','f07c41f1-7743-4bd7-9575-da9af88ddb98',570614,'Taal'
'ARKT5SH1187B9AE8BF','355facf3-c72c-45b1-9727-8d9cc6a5ed39',63390,'Murderdolls'
'ARL43EQ1187FB4D5EC','a1f56668-9566-4a4b-a599-9cf439c95670',37482,'Throw The Fight'
'ARQZRQ11187B9A5918','91d924a0-5c42-4c80-8549-9afe8b19fe15',97210,'John P. Kee'
'ARRGJY81187B9B2878','4eb1cefe-faac-4f56-bc9f-6bdaaf7b6401',178029,'J-MACK'
'ARVO6RD1187FB403CA','704e99a1-123a-4827-b067-61cd4c0bde87',163184,'Annie Minogue Band'
'ARUJTBL1241B9C9BB7','',243584,'Endres'
'ARRYTVF1187FB4A460','c2e87484-17b7-4c8a-9f53-e7c2b0f4052c',405489,'Click / Click_ M_Ferri'
'ARYXJ5A1187B9B9E56','428743da-1684-4bd4-9d0c-89f34df5f529',23316,'Los Delinq\xc3\xbcentes'
'AR1M7ZD1187B9B0D55','d5836b98-cdb3-4f30-aa46-7fa6cc98bdc0',409769,'Winston McAnuff_ The Bazbaz Orchestra'
'AR6UQ8H1187B99DA9E','49577d14-b88c-4f3f-8481-f1d65dfcd224',272521,'Chacho'
'ARJH2E61187B9A1627','62b1b847-28c3-4b17-8f29-2fb754b0ba47',111656,'Clockwise'
'ARCRNVV1269FCD5B9C','',83837,'Giorgos Marinis'
'AR1RZ1E1187FB5A62E','fba554ab-56a0-4ab0-ba96-9ccb9ecebdff',286449,'Mick Clarke'
'AR898OD1187B9A14B','368e6707-d17c-4f06-97e2-cca841afd52f',27559,'Olga Ta\xc3\xb1\xc3\xb3n'
'ARJK0ID1187B9A7A02','a51f8467-e723-4b53-9207-a072e81ccf79',190923,'Ebru Yasar'
'ARDW9RF1187B99002C','ff7b823a-485b-4e51-8431-fad0c918af60',304374,'Triana Pura'
'ARN0NCG1187B9911A9','fba73ef3-fd4c-4a4e-ae5a-d5fb2b95d16e',44535,'Vincenzo'
'AR67FTZ1187B9975EC','b7590fab-4195-4056-aff1-2a3d3f4b7c84',2130,'Maria & Margot Hellwig/Die Garmischer Alpenj\xc3\xa4ger'
'AR3UFKE1187B9B186E','244e5b9b-5854-4a98-9286-6dda1127cfc1',422812,'Dame Edna Everage with Carl Davis conducting the London Symphony Orchestra and The New Antipodean Singers'
'ARTHIJ41187FB57411','bc8b2dec-8eaf-4144-9e16-fbc5796bb47f',267810,'Princess Lover'
'ARF3FRP1187B9A77BF','cafb87f4-b22a-401d-873f-a6a6cbe99673',93370,'Groupa Med Lena Willemark'
'ARHP4FT1187FB3897C','6116bd4a-1e7a-4e76-9b59-0b23a2887b01',174649,'Billy Murray'
'ARSFWGS1269FB35F84','a720df30-d6ce-4c64-af7b-b4cb4646c341',365068,'Eclier'
'ARNMWP51187FB3E963','4dca4bb2-23ba-4103-97e6-5810311db33a',5104,'Leroy Huston'
'AR1Q25M1187B9B0D73','a8ebde98-7e91-46c7-992c-90039ba42017',10815,'Orquesta Romantica de La Habana'
'ARSQIM51187B9B460E','38566ffa-574d-4914-a861-6154c2d4def0',5568,'Y\xc3\xb6lintu'
'ARYTTQW1187B9BA487','697a7045-2cdc-4d66-bbf7-04865dba9f9e',188396,'Frank Vignola'
'AR37K6O1187B9AD049','f0167ca4-f151-4194-813f-021bca2ecf7',7380,'Savoy Brown'
'ART9Z1P1187FB36C94','af06ac05-d9ec-4a5d-a637-aa75830f08d8',22359,'Edmundo Ros & His Orchestra'
'ARAAP251187B99DDE0','57562f59-f3a0-4d58-99ed-02eb639947ff',337420,'Guaco'
'AR0PUK71187B9AC3C0','fd9f268a-89ef-4577-81f4-efebc9517a07',129713,'Marvin Hamlisch;John Lithgow;Jeffrey Huard'
