song_id,year
'TRAHZLK12903CA2DCA',2001
'TRAHZCF128F9316036',2009
'TRAHZQU128F92DDCA',1989
'TRAHZXY128F930A09A',1996
'TRAHTBV128F933668F',2005
'TRAHTNH12903CAB43D',1990
'TRAHTZF128F4229377',2001
'TRAHSWZ128F9332296',1972
'TRAHSYA128F428143A',1956
'TRAHSAW128F4253EFC',2003
'TRAHSFC128F9303E8E',2003
'TRAHABN12903CBD3C5',1999
'TRAHFSC128F92EACA',2003
'TRAHFHR12903CCCAF8',2006
'TRAHFPA128F14A473A',1989
'TRAHFYH128F92CE223',2008
'TRAHFQG128F149892A',2007
'TRAHFWJ128F92C9F86',1994
'TRAHFOU128F42B3F2A',1997
'TRAHFLM128F426FD27',2003
'TRAHFAO12903CBCD36',1976
'TRAHOSP128F4260E9',1971
'TRAHOIN128F1473575',2006
'TRAHOOP128F42B62A',2002
'TRAHOBV128F933CE68',2002
'TRAHOSA128EF34B865',2004
'TRAHOLR12903CD4869',2003
'TRAHORF12903CDA9F',2007
'TRAHHSV128F42374E3',2005
'TRAHHPE128F934AC3',1985
'TRAHHMM128F932D5D9',1995
'TRAHHMV12903CD0B0D',2009
'TRAHHJY12903CA73BD',1999
'TRAHMLW128F92D9D82',2000
'TRAHMQV12903CB2DB7',1991
'TRAHMLN128E0786AC2',2000
'TRAHMIV128F14693DC',1988
'TRAHMWO128F42A2181',2007
'TRAHJCI128F92FFB38',1989
'TRAHJPC128F4268DC7',1999
'TRAHCQZ12903CFF0B9',2007
'TRAHCTH128F9330B4A',2004
'TRAHCUE128F935916E',2009
'TRAHCDJ128F9310F1C',2009
'TRAHCHN128F4276D58',2001
'TRAHCVT128F4282806',1989
'TRAHCBD128F9336A3E',1984
'TRAHDJL128F9305B80',1972
'TRAHDXD128F4264AA2',1988
'TRAHDSO128F426B033',2005
'TRAHDYQ128F930CE03',2004
'TRAHVWT128F148D428',1990
'TRAHVVX128F4273BCC',2007
'TRAHVZW128F146477A',2002
'TRAHVMI128F93235CD',2009
'TRAHVRW128F92F15FE',1980
'TRAHVGN128F1484412',2000
'TRAHQKV12903CB6CA9',2010
'TRAHQHK128F4288FC7',2004
'TRAHQBJ12903CAB1FA',2010
'TRAHQWU128F4277B78',2008
'TRAHQHC128F42A77D8',1991
'TRAHXEG128F428F1EC',2002
'TRAHXWI128F428B7DA',2001
'TRAHXFG12903CCED81',1993
'TRAHXMC128F4267B70',2004
'TRAHXGG128F9350452',2003
'TRAHXKA128F426E903',1989
'TRAHEII128F9307D9A',1972
'TRAHECO128F9360EB4',1997
'TRAHEPG12903CAECB2',2006
'TRAHEUP12903CA1AFC',2008
'TRAHEYD128F934A130',2005
'TRAHEWR128F422BDF8',2007
'TRAHEQC128F42153D6',1995
'TRAHEEY128F9335ECD',2009
'TRAHBGV128F92F0790',2006
'TRAHBXB128F42797AE',1990
'TRAHBQT128F4213403',1999
'TRAHBWE128F9349247',1960
'TRAHBOC128F9322A62',1998
'TRAHBEF128F42416F7',2001
'TRAHBNZ128F92FC2A7',2009
'TRAHBWK12903D0044A',2009
'TRAHKGQ128F1458CA',1977
'TRAHKCD128F42969ED',2006
'TRAHKNW128F9312CFD',1999
'TRAHKLC12903CC632E',2004
'TRAHKMS128F934B09E',2000
'TRAHKRO128F9320EA7',2006
'TRAHLDM128F933A3B1',1975
'TRAHLMD128F146A75F',2000
'TRAHLNJ128F4214527',1999
'TRAHLVW128F426684F',1996
'TRAHLDS12903CBADB8',2009
'TRAHLQF12903CDB530',2008
'TRAHLDG128F92EB4A9',1995
'TRAHLIF128F92E9CCF',2004
'TRAHYLE128F1494718',2006
'TRAHYFB128F4280BB8',1940
'TRAHYON12903CC36EF',1997
'TRAHYMJ128E0787801',2002
'TRAHYVC128F421BB24',2008
'TRAHYDH128F9325200',2008
'TRAHPUC128F92D1EC3',1970
'TRAHPNB12903CCB8FA',1998
'TRAHPHY128F9345BA0',1998
'TRAHPBP128E079367D',1970
'TRAHWBP12903CAEBFC',2010
'TRAHWEI128F4287988',2006
'TRAHWNG128F932AFB7',2006
'TRAHWBI128F4234331',2000
'TRAMRBW12903CA654C',1995
'TRAMRXM128F92F46D7',2007
'TRAMRWS128F14985A2',1995
'TRAMRFE128F4267DF3',2004
'TRAMUOU12903CD599E',1999
'TRAMUUZ128F933CA08',1989
'TRAMUYQ128F428CA58',2000
'TRAMUCQ128F4254CA3',1999
'TRAMIGP128F9335408',1996
'TRAMIOZ128F4267176',2005
'TRAMING128F4281ECA',2004
'TRAMIUD128E07825D',1992
'TRAMIEC128F14969BA',2002
'TRAMNAO128F92FACF2',1983
'TRAMNUL128F92DFD82',2006
'TRAMNDO128F9315128',1973
'TRAMNFT128F9316759',1987
'TRAMNVF128F92DE562',2000
'TRAMNDH128F425C33D',1986
'TRAMNGQ128F92F56EE',1994
'TRAMNQJ128F1456E04',1998
'TRAMGQR128E0786CA7',1991
'TRAMGPM128F9311196',2004
'TRAMGTA128F9343FAC',2007
'TRAMGJJ128F421487E',2004
'TRAMZPZ128F4274ECC',1983
'TRAMZVC128F92E0729',2000
'TRAMTYX128F42985D0',1981
'TRAMTTD128F42246F3',1994
'TRAMTFQ128F9352ED',2009
'TRAMTIH128F933E8E4',2004
'TRAMTKT128F4222C3A',2001
'TRAMSBQ128F4238B2D',2005
'TRAMSAY128F92ED0DD',2007
'TRAMSGC12903CF9375',2010
'TRAMSSK128F92FDC80',2009
'TRAMSUE128F424B61F',1998
'TRAMAYD128F426DDBD',1989
'TRAMARM128E0796A50',2005
'TRAMFAS12903CD7030',2004
'TRAMFRD128E07833DA',1998
'TRAMFDZ12903CA7820',2010
'TRAMFQM128F4276295',1998
'TRAMFJR128F92C1DB1',2000
'TRAMFIU128F426B004',1992
'TRAMFHI12903CB4349',2003
'TRAMOGF128F428C9F3',2006
'TRAMODP128F426247',2000
'TRAMOLS128F92F99E3',2004
'TRAMOKE128F4267302',2001
'TRAMOPU128E07888FD',1993
'TRAMOKN128F9348196',2008
'TRAMOGA12903CB4421',2008
'TRAMHFW128F4254303',1997
'TRAMHIY128F427A892',1972
'TRAMHCR128F1481B00',1999
'TRAMHMO128F93167EA',2004
'TRAMHJH128E0793259',1969
'TRAMHGR128F933E350',2005
'TRAMMDM128F425EAA9',2007
'TRAMMAF128F93051B0',2001
'TRAMMDO128E0781A5D',1984
'TRAMMFP12903CB59C2',2007
'TRAMMQW128F42621E1',2000
'TRAMJTV128F425A5A4',1994
'TRAMCEY12903CA74B5',1990
'TRAMCGR128F427DE28',2002
'TRAMCGL128F92F3D87',2003
'TRAMCJI128F93335AF',2009
'TRAMCLN128F9302E27',2000
'TRAMCND128F1466ACF',1994
'TRAMDCX128E07908F1',2007
'TRAMDVP128F92F9803',2009
'TRAMDDN128F4277101',2007
'TRAMDWV128F931B5BD',1996
'TRAMDEN128F429D23',1978
'TRAMDVH12903CDCD55',2009
'TRAMDUW12903CB5100',2008
'TRAMDHN128F92F5E19',1992
'TRAMDQE128F1458F98',1979
'TRAMVBZ12903CB2635',1997
'TRAMVOM128F42ACB16',1998
'TRAMQBK12903CDA356',2003
'TRAMXPQ128F148B0C2',2003
'TRAMXDO128E0798C6A',2005
'TRAMXVR128F92EE43',1998
'TRAMXGR128E07822CC',1995
'TRAMXJC128F428E68F',1979
'TRAMEDG128E07933F4',2002
'TRAMEVZ128F4280A16',2001
'TRAMENF128F429F999',1997
'TRAMESI128F93509F7',2007
'TRAMEEC128F9307A54',1992
'TRAMEEO128F1462296',2002
'TRAMEBP12903CD7EEA',1980
'TRAMBYY12903CD7379',2009
'TRAMBPW128F9337F71',1975
'TRAMBBV128F9337714',1998
'TRAMBRB128F931E683',1997
'TRAMBNF128F426FBB6',2005
'TRAMBRA128F92D257A',2003
'TRAMBFD128EF34B848',2007
'TRAMBAG128F427D469',1974
'TRAMBHU128F425A620',1987
'TRAMBLO128F4287D24',1993
'TRAMBEY128F42408F1',2002
'TRAMKKJ128F1463612',1991
'TRAMKUA128F92ED3E1',1994
'TRAMKUF128F9353E34',2005
'TRAMKVB128F4223DAE',2006
'TRAMKXD128F146697F',1995
'TRAMKDJ128F92F3D8',2003
'TRAMKCK128F4266769',2001
'TRAMLUE128F147230E',2006
'TRAMLMB128F14743B1',1994
'TRAMLZC128F92F3EB9',2003
'TRAMLGE128F92F81DD',2009
'TRAMLQC128F429222A',1995
'TRAMPHV12903CF952C',1993
'TRAMPPE128F92E1218',1998
'TRAMPWN128F934C221',2008
'TRAMPPX128F429BF75',1993
'TRAMPPS128F14A9068',1983
'TRAMPCW128F92CC022',1966
'TRAMPQY128F933935E',1999
'TRAMPXI128F931154A',2007
'TRAMWIC128F92FCC79',2008
'TRAMWSA128F9359719',1936
'TRAMWOH12903CA8BA0',1977
'TRAMWQG128F427BA3C',2005
'TRAMWLJ128F9353C44',2007
'TRAMWDI128F92FF678',2008
'TRAMWHA128F92E7FD',1989
'TRAJRIT128F92F4352',2008
'TRAJRBF12903CDCA3F',2005
'TRAJRTY128F426CF1F',1991
'TRAJRYM128F92DF1A6',1991
'TRAJUXT128F932B03C',1993
'TRAJUBO128F42460B4',2000
'TRAJUWA128F92E5B59',2007
'TRAJIIR128F149AE01',2004
'TRAJIBJ128F930D55',1968
'TRAJIUK128F42668E6',1990
'TRAJNXG12903CB474D',2008
'TRAJNTJ12903CDB09A',1997
'TRAJNZF12903CB22A9',2004
'TRAJNIL12903D15541',1980
'TRAJNYD128F9340A32',1984
'TRAJNWY128E078907F',2004
'TRAJGMN128F148C8BD',1996
'TRAJGCA128F9306CFF',2007
'TRAJGCF128F1499E61',1992
'TRAJZJQ128F423F44F',2008
'TRAJZWM128F4262BBD',1972
'TRAJZRG128F930662C',2008
'TRAJZCH128F933D2B7',1989
'TRAJZPU128F422C1D2',1993
'TRAJZBD128F42A2502',2006
'TRAJZXZ128F4285158',1992
'TRAJZGG128F423DA86',2000
'TRAJZIS128F4288E43',1975
'TRAJZYI128F424B412',1989
'TRAJZLM128F427CEB7',2004
'TRAJTCX128F42990AD',1993
'TRAJTOI128F9335EEC',2006
'TRAJTDG128E0792698',2000
'TRAJTYX128F145AD24',1975
'TRAJSFB128F4270AED',1995
'TRAJSNE128F9305CFD',2003
'TRAJSCE128F92F9AC6',1966
'TRAJSQA128F4263330',2008
'TRAJSCN12903D0CBAA',1999
'TRAJSDQ12903CD481F',2001
'TRAJSRH128F425DDC7',2007
'TRAJSRM12903CA068C',2004
'TRAJSNU128F92F2AC0',2008
'TRAJSHB128F92FCC80',2006
'TRAJSJD128F4277B75',2008
'TRAJABU128F4239037',2005
'TRAJAGW128EF3664E1',2005
'TRAJASJ128F1492899',1971
'TRAJAXB128F92C65CD',2008
'TRAJARM128F426379',1993
'TRAJAZY12903CDD671',2008
'TRAJATA128F4266FC5',1999
'TRAJAZP128F4290FF9',2004
'TRAJAZS12903CE7594',2010
'TRAJAHW128F429691D',2004
'TRAJFHV128F4274FC0',1999
'TRAJFQF128F92E354E',2005
'TRAJFYK128F42579B0',2008
'TRAJFRJ128F9328FF1',2002
'TRAJFCB128F427FE87',2006
'TRAJFDU128F426A5F4',1997
'TRAJFFF128F429874A',2005
'TRAJFCC12903CC55AD',1993
'TRAJOLQ128EF346088',2005
'TRAJOPN128F423BEC3',2004
'TRAJOPH12903CE6732',2008
'TRAJOWK128F4263735',1992
'TRAJODO12903CD7591',1986
'TRAJOZN128F92D688E',2008
'TRAJHDR128F92FA863',1997
'TRAJHCO128F42570C1',2002
'TRAJHHJ128F4279625',1989
'TRAJHCS128F93192B5',1956
'TRAJHHE128F146815C',1960
'TRAJMQE128F9322DDD',1994
'TRAJMZL12903CA4807',2009
'TRAJMDE128F14898B2',2010
'TRAJMEL128F4262B4A',1986
'TRAJJCI12903CE53D7',2003
'TRAJJBG128F148A7CA',2006
'TRAJJNB128F42A0A4F',1992
'TRAJJMN128F9321946',2000
'TRAJCBF128F931B8BF',2009
'TRAJCLY128F930F893',2003
'TRAJCJT128F4269E0C',1963
'TRAJCVA128F426C51D',2008
'TRAJDHN128F92C2EEF',1987
'TRAJDTK128F429FFDF',1994
'TRAJDAK128F932DAA0',1999
'TRAJDGB128F42882AC',1994
'TRAJVMY128F147BF78',1998
'TRAJVHI128F930EFAF',2006
'TRAJVBC128F92F76B2',1993
'TRAJQOH128F934D64',2009
'TRAJQXD128F428767D',1994
'TRAJXNB128F4261F43',1996
'TRAJXYE128F92C9BD7',1999
'TRAJXGX12903D077EC',1996
'TRAJXKX128F428021C',1987
'TRAJXNN128E078F945',1980
'TRAJXQL128F428CAF0',1993
'TRAJEUV12903D15D6D',2007
'TRAJEYM12903CDEF6A',2009
'TRAJEEW128F4280555',2000
'TRAJEBQ128F146E00E',2005
'TRAJEDV128F93218B9',2005
'TRAJEZT128E0795DF3',1999
'TRAJBGL128F145C7A8',1992
'TRAJBJG128F14A1EA1',1985
'TRAJBLX128F4253677',1997
'TRAJBOD128F9303DCD',2009
'TRAJBRT128F9303318',1955
'TRAJBSL128F428A021',1990
'TRAJKIG128F92D9132',2007
'TRAJKNA128F423EA49',2003
'TRAJKTV128F1453E3C',2005
'TRAJKXS128F42340B5',2001
'TRAJLET128F42184C5',2005
'TRAJLGV128F4232684',1994
'TRAJLEC128F93385A1',1985
'TRAJLYW128F9313A2F',2004
'TRAJLJY12903CAF344',2001
'TRAJLOR128F428CCC9',1996
'TRAJYKE128F92E25D7',2007
'TRAJYRB128F1491A59',1992
'TRAJYTQ12903CDEF60',2009
'TRAJPIK128F1460C83',2003
'TRAJPPJ128F1497140',1979
'TRAJPNM128F426C3F0',2008
'TRAJPIQ128F14819A8',2006
'TRAJPPX128F4259FD4',1982
'TRAJPUF128E0784808',1981
'TRAJPCX12903CE8AC',2010
'TRAJWGG12903CB81AF',2006
'TRACROV128F92F6D6F',2009
'TRACRON12903CB59E6',2002
'TRACRBQ128F4263964',1997
'TRACRAR128F92F3B74',2008
'TRACRTS128F9300F7E',1983
'TRACRQV12903CC995F',2002
'TRACULD128F935A67',2004
'TRACUGA128F14ACFB8',2003
'TRACUVF128F4250C51',1994
'TRACUXJ128E0785F2',2003
'TRACUEE128F427EA05',2002
'TRACUMR128F932C675',2000
'TRACUCQ128F92FFBF7',1983
'TRACUCT128F422BC2F',2007
'TRACIEF128F4270573',2006
'TRACILD128F930AF53',2004
'TRACIJF128F424317',2006
'TRACNJR128F4262E27',2005
'TRACNPT128F92FBE31',1999
'TRACNXS128F93395BA',1989
'TRACNVF128F428EA87',2007
'TRACNBG128F425B49E',1997
'TRACNYM12903CDF543',1997
'TRACGOI128F92FE771',1995
'TRACGXQ128F1457F81',1992
'TRACZJA128F429E665',2002
'TRACZUC128F92F0337',2004
'TRACZDR128F14599BC',1993
'TRACTUH128F92C93A3',1977
'TRACTLX128F42A51F6',2004
'TRACTMI128F931B412',1982
'TRACTIE128F92E473',1992
'TRACTWW12903CB7550',1995
'TRACTTU128F423E9BC',2003
'TRACTBH128F422F31',2006
'TRACTQD128F14B0F9D',1990
'TRACSIE128F427F98E',1999
'TRACSTF128F4238A87',1998
'TRACSND128F426983F',1998
'TRACSBL128F42480E8',2008
'TRACAKD128F92D5D38',2009
'TRACAPS128F92F014C',2001
'TRACASH128F931C969',1991
'TRACAXP128F14A2127',2003
'TRACABS128E0786B0',2003
'TRACAQW128F428E2B7',2007
'TRACAYI128F4235122',1995
'TRACAMS128F9307856',1992
'TRACAOS128F42300B8',2002
'TRACALZ12903CDCFB',1991
'TRACAXR128F92FAB1C',2007
'TRACFOV128F9340D81',2009
'TRACFWQ12903CF8148',2007
'TRACFYQ128E0784150',2003
'TRACFBD128F426CC34',1998
'TRACFFX128F421E641',1987
'TRACFZI128E0795424',2005
'TRACFDC128F147F1C6',2006
'TRACFAP128E07862C1',1998
'TRACFOJ128F4253EFA',2003
'TRACFXL128F930B28',2005
'TRACFCQ128F4214EB6',1993
'TRACOHQ128F424C5EF',2007
'TRACOSY128F92F12B7',2005
'TRACOIZ128F933E368',1961
'TRACOVO128F1470021',2006
'TRACHKX128F934B07A',2009
'TRACHTO12903CBE58',1973
'TRACHZE12903CD95D2',2009
'TRACHFO12903CB3009',2006
'TRACHHH128E0788A35',2004
'TRACMCG128F92CE225',2008
'TRACMMG128F146D705',1999
'TRACMIU128F935381D',2001
'TRACMSI128E078E15F',2006
'TRACMHD128F931FB14',1999
'TRACMJZ128F92FD86',2006
'TRACMLI128F424C865',2003
'TRACMPZ12903CF150',1930
'TRACMZA128F423DD3E',1985
'TRACMFN128F4298DBE',2007
'TRACJDX12903CD4917',2006
'TRACJPW128F932CA4C',1999
'TRACJKR12903D02C75',2006
'TRACJHJ128F1489FA',2006
'TRACJWY12903CB7DBF',1974
'TRACJJZ12903CCBCDA',1998
'TRACCJA128F149A144',2000
'TRACCVZ128F4291A8A',2001
'TRACCKS128F42B77AE',2000
'TRACCXJ128F92E984',2003
'TRACCMH128F428E4CD',1984
'TRACCVS12903D014F8',2010
'TRACDJT128F42324C7',1981
'TRACVTK128F4288966',2006
'TRACVFF12903CF055A',1994
'TRACVTG128F92FE985',2009
'TRACVZM12903CEAD72',2001
'TRACVSS128E07846A7',2004
'TRACQUB128F427BA42',2005
'TRACQML128F42AE513',2002
'TRACQIS128F92CBED8',1995
'TRACQIR128F42BAA06',2005
'TRACXGV128F9349C63',2005
'TRACXIF128F425E206',2003
'TRACXGH128F931686C',1969
'TRACXYU128F425EEE8',2003
'TRACXUW128F93093F5',1971
'TRACXIQ128F92E25A',1967
'TRACEDP128F145F7B',2006
'TRACECN128F9310E97',1997
'TRACBWP128C7196948',2003
'TRACBLO128E0784286',1992
'TRACBBI12903CB8387',2000
'TRACBOR128F422CFE4',1980
'TRACBWQ128F92F2B91',1927
'TRACBQQ128F4263AE',1975
'TRACBWX128F92FD725',2006
'TRACBVI12903D0C406',2007
'TRACKKI128F930CA83',2003
'TRACKML128F428C905',2004
'TRACKAP128F425B741',2002
'TRACKWV128F934B6B0',2006
'TRACKAK128F1458461',2005
'TRACLMT12903CA1F5C',2003
'TRACLDF128F423C337',1989
'TRACLXN128F931A74C',2002
'TRACLHC128F9343C39',1989
'TRACLRS12903CE9386',1968
'TRACLPE128F4287687',1994
'TRACYDP128F932BC8E',2007
'TRACYXW128F4297569',1980
'TRACYCJ128F9309246',2000
'TRACYPF128F9338DE0',2005
'TRACYOR128F427FB1D',1984
'TRACYBU128F14AE4DD',1989
'TRACPIC128E0792500',2000
'TRACPZH128F9311764',2003
'TRACPKD128F14539CD',2005
'TRACPVU128F933FDD5',1992
'TRACPRG12903CB8E83',2001
'TRACWYD128F1465B4A',2003
'TRACWBS128F932C993',1967
'TRACWNC128F42ABB99',2000
'TRACWON128F429BE8D',1996
'TRACWCV128F429D196',1967
'TRACWEH128F1456890',2001
'TRACWBO128F92F322F',1996
'TRACWCG128F9344150',2007
'TRADRIH128F92D9646',2005
'TRADRHX12903CCD1DF',2002
'TRADRJM128F428DDB2',2001
'TRADREG128E07983B8',2002
'TRADRED12903CA4B7C',2008
'TRADRJK128E078F041',1996
'TRADRTD128F92DA070',2003
'TRADRKK128F92FF034',2001
'TRADRZG12903CE75B5',2009
'TRADUMK128F931E994',2000
'TRADUDB128F42A61F9',2007
'TRADUOU12903CF4323',2007
'TRADUSB128F92C50C6',1992
'TRADIHL128F92FE59A',1996
'TRADIZG128F9338C5C',2007
'TRADIYD128F14656A6',2001
'TRADISA128F145EB48',2002
'TRADNRG128F426F18C',1997
'TRADNZM128F9300DF3',1996
'TRADNRG128F4295A0E',1970
'TRADNGD128E0780F88',2004
'TRADNBP128F932475',2005
'TRADNJI128F14555D',1994
'TRADNKT128F42388A1',1995
'TRADNPB128F423AEE7',2005
'TRADNRU128F428AC6D',1982
'TRADGIX128F9315B2D',2009
'TRADGXJ128E078FB3A',1997
'TRADGXI128F92EF28F',2009
'TRADGXI128F9339C88',2009
'TRADGLP128F427A172',1993
'TRADZZP128F428BCE6',2006
'TRADZXK128F429DB92',2004
'TRADZWK128F9303076',2004
'TRADZYD128E078BE45',2005
'TRADZQV128F14A5760',1962
'TRADTBA128F92CA48F',1976
'TRADTQJ128F9340624',1987
'TRADTXQ128F9331913',2009
'TRADSUA128C7196C7C',2000
'TRADSQZ128F42707D7',1995
'TRADSOP12903D0C463',2005
'TRADAYS12903CDBE0F',1972
'TRADAFY128F145B77',1992
'TRADACR12903CD10C1',2003
'TRADAZP12903D0A480',2010
'TRADABC128F4274FCC',2003
'TRADFID128F4267231',1995
'TRADFAQ128F428AC13',2003
'TRADFOQ128F9335409',1996
'TRADFLD12903CB3BD8',2007
'TRADFXD128F424694C',2007
'TRADFII128F931FC9F',2008
'TRADFCO12903CA9439',2007
'TRADFLS128F9308E1D',1991
'TRADFOJ128F425107D',1997
'TRADFQK128F422B492',1999
'TRADOEY128F42974FF',1985
'TRADOXP128F145C13A',1992
'TRADOZB128F42312B',1997
'TRADOAJ128F428DA46',2002
'TRADOSF128F9338AD',1995
'TRADODV128F4283EB6',2004
'TRADHXU12903CB4400',2008
'TRADHLI128F428FEFD',1987
'TRADHBZ128F932D9E9',1998
'TRADHGK128F428A000',1997
'TRADHGV128F4233DE0',2003
'TRADHPE128F429FE9C',1998
'TRADHLD128F4241363',2006
'TRADHRX12903CD3866',2002
'TRADMGC128F9306CC9',2001
'TRADMRP128F147CBF6',2006
'TRADMKA128F9344497',1994
'TRADMUH128F146D3CD',2003
'TRADMFK12903CC2478',2004
'TRADMAJ128F92F566E',2001
'TRADJSM128F14894AA',2006
'TRADJKG12903CE049F',2008
'TRADJGU128F42A6C00',2004
'TRADJJZ128F9341B40',1999
'TRADJGI128F148B0F6',2003
'TRADJTR128F423CEB8',1982
'TRADJVN128F42AC93D',1989
'TRADJAO128F146D76E',1991
'TRADJHU128F425459F',2007
'TRADJPN128F14ABE7A',1993
'TRADCHC128F42134B5',1999
'TRADCBA128F92E7161',2009
'TRADCQI128F42664A8',2005
'TRADCRW128E078FA33',2002
'TRADCIM128F427A3A1',2002
'TRADCYH128F931532A',1997
'TRADDWO128F9305E06',1954
'TRADDHL128F92FD8DD',2005
'TRADDXS12903CEDB38',2007
'TRADDCY128F931C4E6',2002
'TRADDRF128F145869F',1981
'TRADVCK128F92FE22E',1995
'TRADVGV128F42BCACE',2007
'TRADVYY128F931C56C',1996
'TRADVSU128E0786371',2004
'TRADVEH128F4254C0',2000
'TRADVYU128F92FE96F',2009
'TRADQBK128F92E8B5F',2009
'TRADQJL128F92D9957',2008
'TRADQHV128F92CD663',2004
'TRADQAR128F92ED3DC',1994
'TRADXMA128F4276D94',2000
'TRADXNV128F42B4DFE',1985
'TRADXCF128EF357134',2006
'TRADXAF128F14A9EB3',2005
'TRADXEB12903CEAC5',1998
'TRADERP128F42908E4',1996
'TRADESF128F4214D8E',1986
'TRADEYR12903CC488D',2002
'TRADEAI12903C9B81C',2008
'TRADBQZ128F146A6A7',2000
'TRADBXG12903CBDEC5',2004
'TRADBRI128F423BAED',2007
'TRADBIA128F14AD4C5',2006
'TRADBSW128F933A7A8',2009
'TRADKAX128E0786B92',2004
'TRADKYH128F42788EA',2000
'TRADKEU12903CF1540',1992
'TRADKLT128F9304E1D',2007
'TRADKDX128F9320676',2007
'TRADLJV128F9336643',1995
'TRADLKP128F92EE50E',2005
'TRADLYD128F92FEBFF',1993
'TRADYNQ128F931BCB3',1996
'TRADYJM128F427E05',1994
'TRADYFD12903CE4161',1980
'TRADYRH128F423478E',2006
'TRADYQH128F9338162',1998
'TRADYNL128F148FE5F',2006
'TRADYYK128F145FE74',1968
'TRADPMU128F92D8DB',2000
'TRADPFS12903CB8C71',2007
'TRADPDI128F92EBD32',2004
'TRADPQW128F42636C3',1991
'TRADPPX128E078B0BC',1993
'TRADPSM128F92F5744',1978
'TRADWAU128F145622F',1977
'TRADWEL128E078BE94',1997
'TRADWSG128F4259317',1985
'TRAVRAE12903CC95D8',2000
'TRAVRTO128F4280C14',2004
'TRAVROB128F9305B80',1973
'TRAVRPL128F145E874',2001
'TRAVROF128F421AC2D',2004
'TRAVRJA128F9329C4C',1991
'TRAVUAJ128E078EDA2',1988
'TRAVUOW128F4262955',1992
'TRAVUYV128F4239504',1995
'TRAVUYA128F92EBE1E',1995
'TRAVIVX12903C9726D',2002
'TRAVNUK128F92F274F',2009
'TRAVNVI128F4298D23',2007
'TRAVNHK12903CC5B48',2008
'TRAVNST128F422EBD2',2007
'TRAVGFT128F424278',1999
'TRAVGNH128F428CBA9',1994
'TRAVGKM128F92C58B4',1997
'TRAVGDE128F92F5F5E',1997
'TRAVGYX128E078E8A8',1981
'TRAVGZS128F9338603',1968
'TRAVGZF128F4260E6F',1991
'TRAVZZV128F42AE511',2004
'TRAVZWX128F92EC110',2002
'TRAVTUD128F93094F2',2000
'TRAVTWI128F93586D0',2007
'TRAVTEH128E07953EA',2004
'TRAVSZP128F92C53A0',2004
'TRAVSRW128F4294603',1983
'TRAVSVL128F14B12BE',1997
'TRAVSQE12903CB6879',2010
'TRAVSSU128F145DDE9',2000
'TRAVAXK128F42A5166',2004
'TRAVANT128F92E3F71',1990
'TRAVASN128F9361074',1992
'TRAVFEW128F92E2B47',1971
'TRAVFSL128E078E22A',2002
'TRAVFOA128F92F2B38',1963
'TRAVFJV128F92D2043',1980
'TRAVFSW128F145C1D2',1993
'TRAVFPH128F42621EE',2000
'TRAVOHH128F4247EF9',2008
'TRAVOPU128F9360B7D',2009
'TRAVHTT128F14987B',2002
'TRAVHRU128F92C637E',2008
'TRAVHLR128F146B476',2003
'TRAVHIA128F1494B0C',1967
'TRAVMRI128F4259E76',1988
'TRAVMOE128F9336555',1997
'TRAVMPT128F4246BE4',2006
'TRAVMXD12903CBBD0',1975
'TRAVMQE12903D08335',1972
'TRAVMXQ128E0785F82',1967
'TRAVMFC128F428CDE0',1997
'TRAVMWQ128F934B098',2009
'TRAVMZX128F14AB117',2007
'TRAVJOO128F14AD39C',2005
'TRAVJHK128E078370',2004
'TRAVCBP128F422930E',1983
'TRAVCWE12903CEF076',2007
'TRAVCNA128F930975C',1998
'TRAVDDJ128F92EF09C',1998
'TRAVDRG12903C9A44C',2009
'TRAVDMO12903CDA1D',2005
'TRAVDQQ128F421B864',2004
'TRAVDBI12903D105B',2005
'TRAVDBV128F424EAD8',2008
'TRAVDGG128F92E389A',1995
'TRAVDQU128EF34E7A8',2000
'TRAVVSL128F92F607D',1964
'TRAVVZW12903CCEEE7',1985
'TRAVVOP12903CC5771',1973
'TRAVVRE128F92EC0A9',1983
'TRAVVBW128F42819B2',2003
'TRAVVIV128F932617C',1991
'TRAVQIO128E0790E80',1996
'TRAVQCA12903CA2F92',2009
'TRAVQBP128F145BB9',1993
'TRAVQPL128F9308D97',2006
'TRAVXII128F92FCC6D',2005
'TRAVXBL128F42BB389',1984
'TRAVXZP128F425C677',1992
'TRAVXEP128F14539AE',2005
'TRAVEOQ128F931C8F4',1950
'TRAVELY128F42606F8',1998
'TRAVEQX128E07864AA',2004
'TRAVBLC12903CD66A5',2009
'TRAVBMS128F423EA54',2003
'TRAVBCR128F933AE8E',2007
'TRAVBGZ128F42541D2',2008
'TRAVBAH128F9305DFC',1992
'TRAVBGI128F425F366',2009
'TRAVKKG128E0784E75',2003
'TRAVKGM12903CA66F',1994
'TRAVKJJ128F424DA32',1991
'TRAVLWR128F9316DA6',2009
'TRAVLWL128F424EF6A',2007
'TRAVLXZ128F42A22E4',2000
'TRAVYIU128F42625E1',2001
'TRAVYHI12903CB95EC',2001
'TRAVYVD128F4237876',2005
'TRAVYRR128F423C597',1982
'TRAVYXL128EF34722F',2006
'TRAVYPH128F149B902',2007
'TRAVPSC128F147BEA8',1989
'TRAVPYY128F92CEBA',2008
'TRAVPOV128F429EC1',2007
